publisher,publication_date,query,count,proportion
AFP,1992-06-30,climate_change_IPCCreport,0.0,0.0
AFP,1992-06-30,insect_population_studies,0.0,0.0
AFP,1992-07-31,total,1023.0,
AFP,1992-07-31,insect_population,0.0,0.0
AFP,1992-07-31,insect_decline,0.0,0.0
AFP,1992-07-31,pollinator_population,0.0,0.0
AFP,1992-07-31,pollinator_decline,0.0,0.0
AFP,1992-07-31,insect_apocalypse,0.0,0.0
AFP,1992-07-31,colony_collapse,0.0,0.0
AFP,1992-07-31,climate_change,1.0,0.0009775171065493646
AFP,1992-07-31,climate_change_IPCCreport,0.0,0.0
AFP,1992-07-31,insect_population_studies,0.0,0.0
AFP,1992-08-31,total,1.0,
AFP,1992-08-31,insect_population,0.0,0.0
AFP,1992-08-31,insect_decline,0.0,0.0
AFP,1992-08-31,pollinator_population,0.0,0.0
AFP,1992-08-31,pollinator_decline,0.0,0.0
AFP,1992-08-31,insect_apocalypse,0.0,0.0
AFP,1992-08-31,colony_collapse,0.0,0.0
AFP,1992-08-31,climate_change,0.0,0.0
AFP,1992-08-31,climate_change_IPCCreport,0.0,0.0
AFP,1992-08-31,insect_population_studies,0.0,0.0
AFP,1992-09-30,total,891.0,
AFP,1992-09-30,insect_population,0.0,0.0
AFP,1992-09-30,insect_decline,0.0,0.0
AFP,1992-09-30,pollinator_population,0.0,0.0
AFP,1992-09-30,pollinator_decline,0.0,0.0
AFP,1992-09-30,insect_apocalypse,0.0,0.0
AFP,1992-09-30,colony_collapse,0.0,0.0
AFP,1992-09-30,climate_change,1.0,0.001122334455667789
AFP,1992-09-30,climate_change_IPCCreport,0.0,0.0
AFP,1992-09-30,insect_population_studies,0.0,0.0
AFP,1992-10-31,total,103.0,
AFP,1992-10-31,insect_population,0.0,0.0
AFP,1992-10-31,insect_decline,0.0,0.0
AFP,1992-10-31,pollinator_population,0.0,0.0
AFP,1992-10-31,pollinator_decline,0.0,0.0
AFP,1992-10-31,insect_apocalypse,0.0,0.0
AFP,1992-10-31,colony_collapse,0.0,0.0
AFP,1992-10-31,climate_change,0.0,0.0
AFP,1992-10-31,climate_change_IPCCreport,0.0,0.0
AFP,1992-10-31,insect_population_studies,0.0,0.0
AFP,1992-11-30,total,2761.0,
AFP,1992-11-30,insect_population,0.0,0.0
AFP,1992-11-30,insect_decline,0.0,0.0
AFP,1992-11-30,pollinator_population,0.0,0.0
AFP,1992-11-30,pollinator_decline,0.0,0.0
AFP,1992-11-30,insect_apocalypse,0.0,0.0
AFP,1992-11-30,colony_collapse,0.0,0.0
AFP,1992-11-30,climate_change,2.0,0.0007243752263672582
AFP,1992-11-30,climate_change_IPCCreport,0.0,0.0
AFP,1992-11-30,insect_population_studies,0.0,0.0
AFP,1992-12-31,total,6736.0,
AFP,1992-12-31,insect_population,0.0,0.0
AFP,1992-12-31,insect_decline,0.0,0.0
AFP,1992-12-31,pollinator_population,0.0,0.0
AFP,1992-12-31,pollinator_decline,0.0,0.0
AFP,1992-12-31,insect_apocalypse,0.0,0.0
AFP,1992-12-31,colony_collapse,0.0,0.0
AFP,1992-12-31,climate_change,1.0,0.0001484560570071259
AFP,1992-12-31,climate_change_IPCCreport,0.0,0.0
AFP,1992-12-31,insect_population_studies,0.0,0.0
AFP,1993-01-31,total,2109.0,
AFP,1993-01-31,insect_population,0.0,0.0
AFP,1993-01-31,insect_decline,0.0,0.0
AFP,1993-01-31,pollinator_population,0.0,0.0
AFP,1993-01-31,pollinator_decline,0.0,0.0
AFP,1993-01-31,insect_apocalypse,0.0,0.0
AFP,1993-01-31,colony_collapse,0.0,0.0
AFP,1993-01-31,climate_change,2.0,0.000948316737790422
AFP,1993-01-31,climate_change_IPCCreport,0.0,0.0
AFP,1993-01-31,insect_population_studies,0.0,0.0
AFP,1993-02-28,total,1090.0,
AFP,1993-02-28,insect_population,0.0,0.0
AFP,1993-02-28,insect_decline,0.0,0.0
AFP,1993-02-28,pollinator_population,0.0,0.0
AFP,1993-02-28,pollinator_decline,0.0,0.0
AFP,1993-02-28,insect_apocalypse,0.0,0.0
AFP,1993-02-28,colony_collapse,0.0,0.0
AFP,1993-02-28,climate_change,1.0,0.0009174311926605505
AFP,1993-02-28,climate_change_IPCCreport,0.0,0.0
AFP,1993-02-28,insect_population_studies,0.0,0.0
AFP,1993-03-31,total,580.0,
AFP,1993-03-31,insect_population,0.0,0.0
AFP,1993-03-31,insect_decline,0.0,0.0
AFP,1993-03-31,pollinator_population,0.0,0.0
AFP,1993-03-31,pollinator_decline,0.0,0.0
AFP,1993-03-31,insect_apocalypse,0.0,0.0
AFP,1993-03-31,colony_collapse,0.0,0.0
AFP,1993-03-31,climate_change,1.0,0.0017241379310344827
AFP,1993-03-31,climate_change_IPCCreport,0.0,0.0
AFP,1993-03-31,insect_population_studies,0.0,0.0
AFP,1993-04-30,total,271.0,
AFP,1993-04-30,insect_population,0.0,0.0
AFP,1993-04-30,insect_decline,0.0,0.0
AFP,1993-04-30,pollinator_population,0.0,0.0
AFP,1993-04-30,pollinator_decline,0.0,0.0
AFP,1993-04-30,insect_apocalypse,0.0,0.0
AFP,1993-04-30,colony_collapse,0.0,0.0
AFP,1993-04-30,climate_change,0.0,0.0
AFP,1993-04-30,climate_change_IPCCreport,0.0,0.0
AFP,1993-04-30,insect_population_studies,0.0,0.0
AFP,1993-05-31,total,5492.0,
AFP,1993-05-31,insect_population,0.0,0.0
AFP,1993-05-31,insect_decline,0.0,0.0
AFP,1993-05-31,pollinator_population,0.0,0.0
AFP,1993-05-31,pollinator_decline,0.0,0.0
AFP,1993-05-31,insect_apocalypse,0.0,0.0
AFP,1993-05-31,colony_collapse,0.0,0.0
AFP,1993-05-31,climate_change,1.0,0.0001820830298616169
AFP,1993-05-31,climate_change_IPCCreport,0.0,0.0
AFP,1993-05-31,insect_population_studies,0.0,0.0
AFP,1993-06-30,total,6734.0,
AFP,1993-06-30,insect_population,0.0,0.0
AFP,1993-06-30,insect_decline,0.0,0.0
AFP,1993-06-30,pollinator_population,0.0,0.0
AFP,1993-06-30,pollinator_decline,0.0,0.0
AFP,1993-06-30,insect_apocalypse,0.0,0.0
AFP,1993-06-30,colony_collapse,0.0,0.0
AFP,1993-06-30,climate_change,5.0,0.0007425007425007425
AFP,1993-06-30,climate_change_IPCCreport,0.0,0.0
AFP,1993-06-30,insect_population_studies,0.0,0.0
AFP,1993-07-31,total,7734.0,
AFP,1993-07-31,insect_population,0.0,0.0
AFP,1993-07-31,insect_decline,0.0,0.0
AFP,1993-07-31,pollinator_population,0.0,0.0
AFP,1993-07-31,pollinator_decline,0.0,0.0
AFP,1993-07-31,insect_apocalypse,0.0,0.0
AFP,1993-07-31,colony_collapse,0.0,0.0
AFP,1993-07-31,climate_change,3.0,0.0003878975950349108
AFP,1993-07-31,climate_change_IPCCreport,0.0,0.0
AFP,1993-07-31,insect_population_studies,0.0,0.0
AFP,1993-08-31,total,8207.0,
AFP,1993-08-31,insect_population,0.0,0.0
AFP,1993-08-31,insect_decline,0.0,0.0
AFP,1993-08-31,pollinator_population,0.0,0.0
AFP,1993-08-31,pollinator_decline,0.0,0.0
AFP,1993-08-31,insect_apocalypse,0.0,0.0
AFP,1993-08-31,colony_collapse,0.0,0.0
AFP,1993-08-31,climate_change,2.0,0.00024369440721335446
AFP,1993-08-31,climate_change_IPCCreport,0.0,0.0
AFP,1993-08-31,insect_population_studies,0.0,0.0
AFP,1993-09-30,total,8826.0,
AFP,1993-09-30,insect_population,0.0,0.0
AFP,1993-09-30,insect_decline,0.0,0.0
AFP,1993-09-30,pollinator_population,0.0,0.0
AFP,1993-09-30,pollinator_decline,0.0,0.0
AFP,1993-09-30,insect_apocalypse,0.0,0.0
AFP,1993-09-30,colony_collapse,0.0,0.0
AFP,1993-09-30,climate_change,2.0,0.00022660321776569228
AFP,1993-09-30,climate_change_IPCCreport,0.0,0.0
AFP,1993-09-30,insect_population_studies,0.0,0.0
AFP,1993-10-31,total,8643.0,
AFP,1993-10-31,insect_population,0.0,0.0
AFP,1993-10-31,insect_decline,0.0,0.0
AFP,1993-10-31,pollinator_population,0.0,0.0
AFP,1993-10-31,pollinator_decline,0.0,0.0
AFP,1993-10-31,insect_apocalypse,0.0,0.0
AFP,1993-10-31,colony_collapse,0.0,0.0
AFP,1993-10-31,climate_change,1.0,0.00011570056693277797
AFP,1993-10-31,climate_change_IPCCreport,0.0,0.0
AFP,1993-10-31,insect_population_studies,0.0,0.0
AFP,1993-11-30,total,7390.0,
AFP,1993-11-30,insect_population,0.0,0.0
AFP,1993-11-30,insect_decline,0.0,0.0
AFP,1993-11-30,pollinator_population,0.0,0.0
AFP,1993-11-30,pollinator_decline,0.0,0.0
AFP,1993-11-30,insect_apocalypse,0.0,0.0
AFP,1993-11-30,colony_collapse,0.0,0.0
AFP,1993-11-30,climate_change,1.0,0.00013531799729364006
AFP,1993-11-30,climate_change_IPCCreport,0.0,0.0
AFP,1993-11-30,insect_population_studies,0.0,0.0
AFP,1993-12-31,total,6797.0,
AFP,1993-12-31,insect_population,0.0,0.0
AFP,1993-12-31,insect_decline,0.0,0.0
AFP,1993-12-31,pollinator_population,0.0,0.0
AFP,1993-12-31,pollinator_decline,0.0,0.0
AFP,1993-12-31,insect_apocalypse,0.0,0.0
AFP,1993-12-31,colony_collapse,0.0,0.0
AFP,1993-12-31,climate_change,2.0,0.00029424746211563924
AFP,1993-12-31,climate_change_IPCCreport,0.0,0.0
AFP,1993-12-31,insect_population_studies,0.0,0.0
AFP,1994-01-31,total,8130.0,
AFP,1994-01-31,insect_population,0.0,0.0
AFP,1994-01-31,insect_decline,0.0,0.0
AFP,1994-01-31,pollinator_population,0.0,0.0
AFP,1994-01-31,pollinator_decline,0.0,0.0
AFP,1994-01-31,insect_apocalypse,0.0,0.0
AFP,1994-01-31,colony_collapse,0.0,0.0
AFP,1994-01-31,climate_change,3.0,0.00036900369003690036
AFP,1994-01-31,climate_change_IPCCreport,0.0,0.0
AFP,1994-01-31,insect_population_studies,0.0,0.0
AFP,1994-02-28,total,9185.0,
AFP,1994-02-28,insect_population,0.0,0.0
AFP,1994-02-28,insect_decline,0.0,0.0
AFP,1994-02-28,pollinator_population,0.0,0.0
AFP,1994-02-28,pollinator_decline,0.0,0.0
AFP,1994-02-28,insect_apocalypse,0.0,0.0
AFP,1994-02-28,colony_collapse,0.0,0.0
AFP,1994-02-28,climate_change,2.0,0.00021774632553075667
AFP,1994-02-28,climate_change_IPCCreport,0.0,0.0
AFP,1994-02-28,insect_population_studies,0.0,0.0
AFP,1994-03-31,total,7127.0,
AFP,1994-03-31,insect_population,0.0,0.0
AFP,1994-03-31,insect_decline,0.0,0.0
AFP,1994-03-31,pollinator_population,0.0,0.0
AFP,1994-03-31,pollinator_decline,0.0,0.0
AFP,1994-03-31,insect_apocalypse,0.0,0.0
AFP,1994-03-31,colony_collapse,0.0,0.0
AFP,1994-03-31,climate_change,3.0,0.0004209344745334643
AFP,1994-03-31,climate_change_IPCCreport,0.0,0.0
AFP,1994-03-31,insect_population_studies,0.0,0.0
AFP,1994-04-30,total,614.0,
AFP,1994-04-30,insect_population,0.0,0.0
AFP,1994-04-30,insect_decline,0.0,0.0
AFP,1994-04-30,pollinator_population,0.0,0.0
AFP,1994-04-30,pollinator_decline,0.0,0.0
AFP,1994-04-30,insect_apocalypse,0.0,0.0
AFP,1994-04-30,colony_collapse,0.0,0.0
AFP,1994-04-30,climate_change,1.0,0.0016286644951140066
AFP,1994-04-30,climate_change_IPCCreport,0.0,0.0
AFP,1994-04-30,insect_population_studies,0.0,0.0
AFP,1994-05-31,total,364.0,
AFP,1994-05-31,insect_population,0.0,0.0
AFP,1994-05-31,insect_decline,0.0,0.0
AFP,1994-05-31,pollinator_population,0.0,0.0
AFP,1994-05-31,pollinator_decline,0.0,0.0
AFP,1994-05-31,insect_apocalypse,0.0,0.0
AFP,1994-05-31,colony_collapse,0.0,0.0
AFP,1994-05-31,climate_change,1.0,0.0027472527472527475
AFP,1994-05-31,climate_change_IPCCreport,0.0,0.0
AFP,1994-05-31,insect_population_studies,0.0,0.0
AFP,1994-06-30,total,5184.0,
AFP,1994-06-30,insect_population,0.0,0.0
AFP,1994-06-30,insect_decline,0.0,0.0
AFP,1994-06-30,pollinator_population,0.0,0.0
AFP,1994-06-30,pollinator_decline,0.0,0.0
AFP,1994-06-30,insect_apocalypse,0.0,0.0
AFP,1994-06-30,colony_collapse,0.0,0.0
AFP,1994-06-30,climate_change,2.0,0.00038580246913580245
AFP,1994-06-30,climate_change_IPCCreport,0.0,0.0
AFP,1994-06-30,insect_population_studies,0.0,0.0
AFP,1994-07-31,total,7456.0,
AFP,1994-07-31,insect_population,0.0,0.0
AFP,1994-07-31,insect_decline,0.0,0.0
AFP,1994-07-31,pollinator_population,0.0,0.0
AFP,1994-07-31,pollinator_decline,0.0,0.0
AFP,1994-07-31,insect_apocalypse,0.0,0.0
AFP,1994-07-31,colony_collapse,0.0,0.0
AFP,1994-07-31,climate_change,2.0,0.0002682403433476395
AFP,1994-07-31,climate_change_IPCCreport,0.0,0.0
AFP,1994-07-31,insect_population_studies,0.0,0.0
AFP,1994-08-31,total,6369.0,
AFP,1994-08-31,insect_population,0.0,0.0
AFP,1994-08-31,insect_decline,0.0,0.0
AFP,1994-08-31,pollinator_population,0.0,0.0
AFP,1994-08-31,pollinator_decline,0.0,0.0
AFP,1994-08-31,insect_apocalypse,0.0,0.0
AFP,1994-08-31,colony_collapse,0.0,0.0
AFP,1994-08-31,climate_change,2.0,0.0003140210394096404
AFP,1994-08-31,climate_change_IPCCreport,0.0,0.0
AFP,1994-08-31,insect_population_studies,0.0,0.0
AFP,1994-09-30,total,5364.0,
AFP,1994-09-30,insect_population,0.0,0.0
AFP,1994-09-30,insect_decline,0.0,0.0
AFP,1994-09-30,pollinator_population,0.0,0.0
AFP,1994-09-30,pollinator_decline,0.0,0.0
AFP,1994-09-30,insect_apocalypse,0.0,0.0
AFP,1994-09-30,colony_collapse,0.0,0.0
AFP,1994-09-30,climate_change,2.0,0.0003728560775540641
AFP,1994-09-30,climate_change_IPCCreport,0.0,0.0
AFP,1994-09-30,insect_population_studies,0.0,0.0
AFP,1994-10-31,total,8051.0,
AFP,1994-10-31,insect_population,1.0,0.00012420817289777666
AFP,1994-10-31,insect_decline,1.0,0.00012420817289777666
AFP,1994-10-31,pollinator_population,0.0,0.0
AFP,1994-10-31,pollinator_decline,0.0,0.0
AFP,1994-10-31,insect_apocalypse,0.0,0.0
AFP,1994-10-31,colony_collapse,0.0,0.0
AFP,1994-10-31,climate_change,4.0,0.0004968326915911067
AFP,1994-10-31,climate_change_IPCCreport,0.0,0.0
AFP,1994-10-31,insect_population_studies,0.0,0.0
AFP,1994-11-30,total,7287.0,
AFP,1994-11-30,insect_population,0.0,0.0
AFP,1994-11-30,insect_decline,0.0,0.0
AFP,1994-11-30,pollinator_population,0.0,0.0
AFP,1994-11-30,pollinator_decline,0.0,0.0
AFP,1994-11-30,insect_apocalypse,0.0,0.0
AFP,1994-11-30,colony_collapse,0.0,0.0
AFP,1994-11-30,climate_change,3.0,0.0004116920543433512
AFP,1994-11-30,climate_change_IPCCreport,0.0,0.0
AFP,1994-11-30,insect_population_studies,0.0,0.0
AFP,1994-12-31,total,7177.0,
AFP,1994-12-31,insect_population,0.0,0.0
AFP,1994-12-31,insect_decline,0.0,0.0
AFP,1994-12-31,pollinator_population,0.0,0.0
AFP,1994-12-31,pollinator_decline,0.0,0.0
AFP,1994-12-31,insect_apocalypse,0.0,0.0
AFP,1994-12-31,colony_collapse,0.0,0.0
AFP,1994-12-31,climate_change,4.0,0.0005573359342343597
AFP,1994-12-31,climate_change_IPCCreport,0.0,0.0
AFP,1994-12-31,insect_population_studies,0.0,0.0
AFP,1995-01-31,total,8302.0,
AFP,1995-01-31,insect_population,0.0,0.0
AFP,1995-01-31,insect_decline,0.0,0.0
AFP,1995-01-31,pollinator_population,0.0,0.0
AFP,1995-01-31,pollinator_decline,0.0,0.0
AFP,1995-01-31,insect_apocalypse,0.0,0.0
AFP,1995-01-31,colony_collapse,0.0,0.0
AFP,1995-01-31,climate_change,2.0,0.0002409058058299205
AFP,1995-01-31,climate_change_IPCCreport,0.0,0.0
AFP,1995-01-31,insect_population_studies,0.0,0.0
AFP,1995-02-28,total,8104.0,
AFP,1995-02-28,insect_population,0.0,0.0
AFP,1995-02-28,insect_decline,0.0,0.0
AFP,1995-02-28,pollinator_population,0.0,0.0
AFP,1995-02-28,pollinator_decline,0.0,0.0
AFP,1995-02-28,insect_apocalypse,0.0,0.0
AFP,1995-02-28,colony_collapse,0.0,0.0
AFP,1995-02-28,climate_change,6.0,0.0007403751233958539
AFP,1995-02-28,climate_change_IPCCreport,0.0,0.0
AFP,1995-02-28,insect_population_studies,0.0,0.0
AFP,1995-03-31,total,8954.0,
AFP,1995-03-31,insect_population,1.0,0.00011168192986374804
AFP,1995-03-31,insect_decline,0.0,0.0
AFP,1995-03-31,pollinator_population,1.0,0.00011168192986374804
AFP,1995-03-31,pollinator_decline,0.0,0.0
AFP,1995-03-31,insect_apocalypse,0.0,0.0
AFP,1995-03-31,colony_collapse,0.0,0.0
AFP,1995-03-31,climate_change,32.0,0.0035738217556399374
AFP,1995-03-31,climate_change_IPCCreport,0.0,0.0
AFP,1995-03-31,insect_population_studies,0.0,0.0
AFP,1995-04-30,total,8215.0,
AFP,1995-04-30,insect_population,0.0,0.0
AFP,1995-04-30,insect_decline,0.0,0.0
AFP,1995-04-30,pollinator_population,0.0,0.0
AFP,1995-04-30,pollinator_decline,0.0,0.0
AFP,1995-04-30,insect_apocalypse,0.0,0.0
AFP,1995-04-30,colony_collapse,0.0,0.0
AFP,1995-04-30,climate_change,30.0,0.0036518563603164943
AFP,1995-04-30,climate_change_IPCCreport,0.0,0.0
AFP,1995-04-30,insect_population_studies,0.0,0.0
AFP,1995-05-31,total,8846.0,
AFP,1995-05-31,insect_population,0.0,0.0
AFP,1995-05-31,insect_decline,0.0,0.0
AFP,1995-05-31,pollinator_population,0.0,0.0
AFP,1995-05-31,pollinator_decline,0.0,0.0
AFP,1995-05-31,insect_apocalypse,0.0,0.0
AFP,1995-05-31,colony_collapse,0.0,0.0
AFP,1995-05-31,climate_change,8.0,0.0009043635541487678
AFP,1995-05-31,climate_change_IPCCreport,0.0,0.0
AFP,1995-05-31,insect_population_studies,0.0,0.0
AFP,1995-06-30,total,8966.0,
AFP,1995-06-30,insect_population,1.0,0.00011153245594467991
AFP,1995-06-30,insect_decline,0.0,0.0
AFP,1995-06-30,pollinator_population,1.0,0.00011153245594467991
AFP,1995-06-30,pollinator_decline,0.0,0.0
AFP,1995-06-30,insect_apocalypse,0.0,0.0
AFP,1995-06-30,colony_collapse,0.0,0.0
AFP,1995-06-30,climate_change,9.0,0.001003792103502119
AFP,1995-06-30,climate_change_IPCCreport,0.0,0.0
AFP,1995-06-30,insect_population_studies,0.0,0.0
AFP,1995-07-31,total,8441.0,
AFP,1995-07-31,insect_population,0.0,0.0
AFP,1995-07-31,insect_decline,0.0,0.0
AFP,1995-07-31,pollinator_population,0.0,0.0
AFP,1995-07-31,pollinator_decline,0.0,0.0
AFP,1995-07-31,insect_apocalypse,0.0,0.0
AFP,1995-07-31,colony_collapse,0.0,0.0
AFP,1995-07-31,climate_change,3.0,0.0003554081269991707
AFP,1995-07-31,climate_change_IPCCreport,0.0,0.0
AFP,1995-07-31,insect_population_studies,0.0,0.0
AFP,1995-08-31,total,8113.0,
AFP,1995-08-31,insect_population,0.0,0.0
AFP,1995-08-31,insect_decline,0.0,0.0
AFP,1995-08-31,pollinator_population,0.0,0.0
AFP,1995-08-31,pollinator_decline,0.0,0.0
AFP,1995-08-31,insect_apocalypse,0.0,0.0
AFP,1995-08-31,colony_collapse,0.0,0.0
AFP,1995-08-31,climate_change,7.0,0.0008628127696289905
AFP,1995-08-31,climate_change_IPCCreport,0.0,0.0
AFP,1995-08-31,insect_population_studies,0.0,0.0
AFP,1995-09-30,total,7526.0,
AFP,1995-09-30,insect_population,0.0,0.0
AFP,1995-09-30,insect_decline,0.0,0.0
AFP,1995-09-30,pollinator_population,0.0,0.0
AFP,1995-09-30,pollinator_decline,0.0,0.0
AFP,1995-09-30,insect_apocalypse,0.0,0.0
AFP,1995-09-30,colony_collapse,0.0,0.0
AFP,1995-09-30,climate_change,5.0,0.0006643635397289397
AFP,1995-09-30,climate_change_IPCCreport,0.0,0.0
AFP,1995-09-30,insect_population_studies,0.0,0.0
AFP,1995-10-31,total,0.0,
AFP,1995-10-31,insect_population,,
AFP,1995-10-31,insect_decline,,
AFP,1995-10-31,pollinator_population,,
AFP,1995-10-31,pollinator_decline,,
AFP,1995-10-31,insect_apocalypse,,
AFP,1995-10-31,colony_collapse,,
